"","Date","Max.TemperatureF","Mean.TemperatureF","Min.TemperatureF","Max.Dew.PointF","MeanDew.PointF","Min.DewpointF","Max.Humidity","Mean.Humidity","Min.Humidity","Max.Sea.Level.PressureIn","Mean.Sea.Level.PressureIn","Min.Sea.Level.PressureIn","Max.VisibilityMiles","Mean.VisibilityMiles","Min.VisibilityMiles","Max.Wind.SpeedMPH","Mean.Wind.SpeedMPH","Max.Gust.SpeedMPH","PrecipitationIn","CloudCover","Events","WindDirDegrees.br...","city","season"
"24779",2015-11-30,"51","45","38","38","35","30","79","67","54","30.24","30.20","30.18","10","10","10","12","4","13","T","6","","79<br />","San Francisco (CA)","Autumn"
"24780",2015-12-01,"56","50","43","45","37","33","76","61","46","30.25","30.22","30.18","10","10","10","14","3","15","0.00","3","","99<br />","San Francisco (CA)","Autumn"
"24781",2015-12-02,"58","52","46","44","41","38","86","67","47","30.24","30.16","30.05","10","10","10","5","1","7","0.00","5","","108<br />","San Francisco (CA)","Autumn"
"24782",2015-12-03,"59","52","45","54","47","38","86","74","62","30.12","30.01","29.93","10","8","2","30","10","39","0.20","5","Rain","193<br />","San Francisco (CA)","Autumn"
"24783",2015-12-04,"58","52","45","50","47","43","100","84","67","30.29","30.22","30.13","10","10","10","12","4","15","0.00","1","","216<br />","San Francisco (CA)","Autumn"
"24784",2015-12-05,"56","50","44","47","44","36","93","80","66","30.29","30.25","30.22","10","10","10","10","2","13","0.00","6","","132<br />","San Francisco (CA)","Autumn"
"24785",2015-12-06,"61","57","52","56","49","35","93","70","47","30.32","30.27","30.22","10","10","4","20","5","23","0.01","7","Rain","118<br />","San Francisco (CA)","Autumn"
"24786",2015-12-07,"58","56","54","55","53","52","100","90","80","30.32","30.28","30.25","10","7","2","12","2","13","0.00","7","","102<br />","San Francisco (CA)","Autumn"
"24787",2015-12-08,"60","56","52","55","53","51","93","87","80","30.27","30.22","30.18","10","8","0","9","3","10","0.00","7","Fog","43<br />","San Francisco (CA)","Autumn"
"24788",2015-12-09,"65","60","54","56","54","52","100","87","73","30.18","30.09","29.99","10","10","8","17","4","22","T","7","Rain","175<br />","San Francisco (CA)","Autumn"
"24789",2015-12-10,"61","56","51","57","50","44","93","74","55","29.95","29.90","29.85","10","8","3","29","13","36","0.47","7","Rain","226<br />","San Francisco (CA)","Autumn"
"24790",2015-12-11,"56","51","46","46","44","41","86","73","59","30.06","29.92","29.82","10","10","4","31","11","53","0.12","4","Rain-Thunderstorm","260<br />","San Francisco (CA)","Autumn"
"24791",2015-12-12,"57","52","46","47","45","42","86","74","61","30.19","30.15","30.06","10","10","10","16","6","21","0.00","4","","153<br />","San Francisco (CA)","Autumn"
"24792",2015-12-13,"57","53","48","55","46","36","96","79","61","30.16","30.00","29.86","10","8","1","37","19","47","0.76","6","Rain","244<br />","San Francisco (CA)","Autumn"
"24793",2015-12-14,"56","50","44","40","35","28","71","53","35","30.17","30.13","30.08","10","10","10","24","10","30","0.00","2","","310<br />","San Francisco (CA)","Autumn"
"24794",2015-12-15,"56","49","41","38","33","30","76","59","41","30.22","30.18","30.14","10","10","10","20","8","23","0.00","0","","326<br />","San Francisco (CA)","Autumn"
"24795",2015-12-16,"55","47","39","41","36","29","76","65","54","30.27","30.24","30.21","10","10","10","13","3","14","0.00","2","","320<br />","San Francisco (CA)","Autumn"
"24796",2015-12-17,"55","53","50","47","42","37","83","75","66","30.30","30.24","30.17","10","10","10","10","1","12","0.00","5","","98<br />","San Francisco (CA)","Autumn"
"24797",2015-12-18,"59","52","45","50","47","43","93","78","62","30.17","30.04","29.94","10","9","4","21","8","30","0.22","6","Rain","160<br />","San Francisco (CA)","Autumn"
"24798",2015-12-19,"55","52","49","49","44","37","93","76","59","30.14","30.01","29.95","10","10","8","24","11","29","0.04","4","","285<br />","San Francisco (CA)","Autumn"
"24799",2015-12-20,"54","48","42","52","45","37","96","81","66","30.23","30.16","30.12","10","7","2","18","9","26","0.24","7","Rain","138<br />","San Francisco (CA)","Autumn"
"24800",2015-12-21,"59","55","51","56","53","49","96","88","80","30.14","30.03","29.86","10","5","2","26","14","35","0.92","8","Rain","200<br />","San Francisco (CA)","Winter"
"24801",2015-12-22,"59","55","51","56","52","41","93","81","68","29.95","29.85","29.76","10","8","0","41","21","51","0.13","7","Fog-Rain","272<br />","San Francisco (CA)","Winter"
"24802",2015-12-23,"55","52","48","43","39","36","80","66","51","30.04","30.00","29.93","10","10","10","32","19","41","T","3","","279<br />","San Francisco (CA)","Winter"
"24803",2015-12-24,"53","49","45","45","40","36","80","71","61","30.09","29.99","29.94","10","10","3","26","13","35","0.13","6","Rain","273<br />","San Francisco (CA)","Winter"
"24804",2015-12-25,"51","46","40","40","37","33","79","67","54","30.40","30.24","30.09","10","10","10","16","7","21","0.00","2","","327<br />","San Francisco (CA)","Winter"
"24805",2015-12-26,"52","46","39","35","29","24","76","57","38","30.46","30.40","30.34","10","10","10","16","6","18","0.00","0","","60<br />","San Francisco (CA)","Winter"
"24806",2015-12-27,"48","41","34","37","34","29","82","71","60","30.33","30.22","30.10","10","10","9","15","4","17","0.01","5","Rain","156<br />","San Francisco (CA)","Winter"
"24807",2015-12-28,"48","45","41","40","37","34","89","77","65","30.12","30.06","30.01","10","10","4","13","5","15","0.11","4","Rain","52<br />","San Francisco (CA)","Winter"
"24808",2015-12-29,"54","45","36","41","36","28","92","67","41","30.19","30.12","30.04","10","10","10","12","3","13","0.00","1","","250<br />","San Francisco (CA)","Winter"
"24809",2015-12-30,"49","45","40","44","40","37","93","80","66","30.28","30.24","30.20","10","9","2","16","7","18","0.01","6","Rain","19<br />","San Francisco (CA)","Winter"
"24810",2015-12-31,"51","45","39","37","34","28","85","66","46","30.27","30.21","30.15","10","10","10","17","8","20","0.00","1","","78<br />","San Francisco (CA)","Winter"
